,Post Code,City,Region,Area,Population,Density
1819,5244,,Aargau,2.998,757,252.501667778519
1820,5245,,Aargau,2.215,427,192.77652370203162
1821,5246,,Aargau,3.293,712,216.2162162162162
1822,5272,,Aargau,8.8,1079,122.61363636363636
1823,5273,,Aargau,2.659,277,104.17450169236555
1824,5274,Mettau Switzerland,Aargau,3.236,351,108.46724351050679
1825,5275,Etzgen,Aargau,3.588,435,121.23745819397993
1826,5276,Wil Aargau,Aargau,7.9,743,94.0506329113924
1827,5277,Wil Aargau,Aargau,4.181,295,70.55728294666348
1828,5300,,Aargau,1.995,3521,1764.9122807017543
1829,5301,,Aargau,0.66,443,671.2121212121211
1830,5303,,Aargau,9.4,5005,532.4468085106383
1831,5304,,Aargau,8.6,2272,264.1860465116279
1832,5305,,Aargau,3.443,338,98.17020040662213
1833,5306,,Aargau,7.1,1282,180.56338028169014
1834,5312,,Aargau,6.9,4375,634.0579710144928
1835,5313,,Aargau,6.7,3601,537.4626865671642
1836,5314,,Aargau,4.581,3807,831.041257367387
1837,5315,,Aargau,2.846,336,118.06043569922699
1838,5316,,Aargau,8.2,2064,251.70731707317074
1839,5317,,Aargau,5.5,281,51.09090909090909
1840,5318,,Aargau,5.6,343,61.25000000000001
1841,5322,,Aargau,3.994,1675,419.37906860290434
1842,5323,,Aargau,3.908,758,193.9611054247697
1843,5324,,Aargau,4.676,958,204.8759623609923
1844,5325,,Aargau,6.4,1507,235.46875
1845,5326,,Aargau,2.751,703,255.54343874954563
1846,5330,,Aargau,6.4,4619,721.71875
1847,5332,Rekingen,Aargau,3.148,979,310.99110546378654
1848,5333,,Aargau,2.842,273,96.05911330049261
1849,5334,,Aargau,2.541,166,65.32861078315624
1850,5400,,Aargau,9.6,13986,1456.875
1851,5401,Baden Switzerland,Aargau,,,
1852,5402,Baden Switzerland,Aargau,,,
1853,5404,,Aargau,0.109,,
1854,5405,,Aargau,2.735,3211,1174.0402193784278
1855,5408,,Aargau,1.517,3586,2363.8760711931445
1856,5412,,Aargau,5.7,5665,993.859649122807
1857,5413,Birmenstorf Aargau,Aargau,7.6,2939,386.7105263157895
1858,5415,,Aargau,5.2,7260,1396.1538461538462
1859,5416,,Aargau,3.338,1536,460.1557819053325
1860,5417,,Aargau,7.0,6518,931.1428571428571
1861,5420,,Aargau,7.3,4827,661.2328767123288
1862,5423,,Aargau,4.022,1102,273.9930382894082
1863,5425,,Aargau,8.3,1526,183.85542168674698
1864,5426,Lengnau Aargau,Aargau,12.6,2866,227.46031746031747
1865,5430,Wettingen,Aargau,11.7,21100,1803.4188034188035
1866,5431,Baden Switzerland,Aargau,,,
1867,5432,,Aargau,5.3,8972,1692.8301886792453
1868,5436,Würenlos,Aargau,8.5,6702,788.4705882352941
1869,5442,,Aargau,4.948,5984,1209.3775262732415
1870,5443,,Aargau,3.39,4498,1326.843657817109
1871,5444,,Aargau,4.893,1888,385.8573472307378
1872,5445,,Aargau,2.467,1038,420.75395216862586
1873,5452,,Aargau,4.234,4165,983.7033538025507
1874,5453,,Aargau,3.884,2070,532.9557157569516
1875,5454,,Aargau,4.945,1569,317.29019211324567
1876,5462,,Aargau,5.5,719,130.72727272727272
1877,5463,,Aargau,3.69,347,94.03794037940379
1878,5464,Rümikon,Aargau,2.93,349,119.11262798634812
1879,5465,,Aargau,2.676,231,86.32286995515695
1880,5466,,Aargau,0.311,420,1350.4823151125402
1881,5467,,Aargau,5.7,582,102.10526315789474
1882,5502,,Aargau,3.264,4308,1319.8529411764707
1883,5503,,Aargau,6.3,3037,482.06349206349205
1884,5504,,Aargau,4.728,3091,653.7648054145517
1885,5505,,Aargau,1.721,877,509.58744915746655
1886,5506,,Aargau,3.302,2200,666.2628709872804
1887,5507,Mellingen,Aargau,4.859,6019,1238.7322494340399
1888,5510,Lenzburg,Aargau,,,
1889,5512,,Aargau,4.393,1814,412.92966082403825
1890,5522,,Aargau,3.287,1533,466.3827198052936
1891,5524,,Aargau,6.1,3005,492.62295081967216
1892,5525,,Aargau,3.067,1714,558.8522986631888
1893,5600,,Aargau,14.5,11831,815.9310344827586
1894,5601,Lenzburg,Aargau,,,
1895,5603,,Aargau,3.599,4174,1159.7666018338427
1896,5604,,Aargau,3.515,1342,381.7923186344239
1897,5605,Dottikon,Aargau,5.1,5091,998.2352941176471
1898,5606,,Aargau,3.719,2379,639.6880881957516
1899,5607,,Aargau,7.7,2448,317.9220779220779
1900,5608,,Aargau,4.41,2420,548.7528344671201
1901,5610,Wohlen Aargau,Aargau,10.2,15623,1531.6666666666667
1902,5611,,Aargau,2.87,1517,528.5714285714286
1903,5612,Villmergen,Aargau,8.4,6563,781.3095238095237
1904,5613,,Aargau,1.68,290,172.61904761904762
1905,5614,,Aargau,8.3,3054,367.95180722891564
1906,5615,,Aargau,5.0,2460,492.0
1907,5616,,Aargau,4.413,2810,636.7550419215952
1908,5617,,Aargau,2.481,452,182.18460298266828
1909,5618,,Aargau,4.28,675,157.71028037383178
1910,5619,,Aargau,5.3,1614,304.52830188679246
1911,5620,,Aargau,8.0,7477,934.625
1912,5621,,Aargau,4.805,4713,980.853277835588
1913,5622,,Aargau,4.513,3088,684.2455129625527
1914,5623,,Aargau,10.8,2987,276.5740740740741
1915,5624,,Aargau,5.9,1197,202.88135593220338
1916,5625,,Aargau,2.687,408,151.84220320059546
1917,5626,,Aargau,3.325,1228,369.32330827067665
1918,5627,,Aargau,2.376,628,264.3097643097643
1919,5628,,Aargau,8.6,1588,184.65116279069767
1920,5630,Muri,Aargau,12.4,8393,676.8548387096774
1921,5632,,Aargau,5.4,1323,244.99999999999997
1922,5634,,Aargau,11.0,3099,281.72727272727275
1923,5636,Benzenschwil,Aargau,2.454,658,268.1336593317033
1924,5637,,Aargau,14.6,1477,101.16438356164385
1925,5642,,Aargau,5.5,1263,229.63636363636363
1926,5643,,Aargau,13.0,3884,298.7692307692308
1927,5644,,Aargau,8.6,2271,264.06976744186045
1928,5645,,Aargau,7.3,455,62.328767123287676
1929,5646,,Aargau,4.123,1054,255.6390977443609
1930,5647,,Aargau,5.4,1594,295.18518518518516
1931,5702,,Aargau,3.316,4755,1433.9565741857662
1932,5703,Seon Aargau,Aargau,9.6,5433,565.9375
1933,5704,,Aargau,6.3,1544,245.0793650793651
1934,5705,,Aargau,2.19,1003,457.9908675799087
1935,5706,,Aargau,2.782,1666,598.8497483824586
1936,5707,,Aargau,10.4,4333,416.63461538461536
1937,5708,,Aargau,5.5,1361,247.45454545454547
1938,5722,,Aargau,17.3,8426,487.05202312138726
1939,5723,Teufenthal,Aargau,3.873,1755,453.13710302091397
1940,5724,,Aargau,5.9,1347,228.30508474576268
1941,5725,,Aargau,3.744,741,197.91666666666666
1942,5726,,Aargau,8.6,3509,408.0232558139535
1943,5727,,Aargau,9.4,2863,304.5744680851064
1944,5728,,Aargau,9.7,2096,216.08247422680415
1945,5732,,Aargau,5.8,1382,238.27586206896552
1946,5733,,Aargau,1.134,502,442.68077601410937
1947,5734,Reinach Aargau,Aargau,9.5,9216,970.1052631578947
1948,5736,,Aargau,0.946,1095,1157.5052854122623
1949,5737,Menziken,Aargau,6.4,6779,1059.21875
1950,5742,Kölliken,Aargau,8.9,4750,533.7078651685393
1951,5745,Safenwil,Aargau,6.0,4412,735.3333333333334
1952,6042,,Aargau,5.5,1419,258.0
1953,8905,,Aargau,5.0,2580,516.0
1954,8916,,Aargau,5.7,2316,406.3157894736842
1955,8917,,Aargau,3.265,2096,641.9601837672282
1956,8918,,Aargau,4.509,1552,344.2004879130627
1957,8919,,Aargau,4.481,913,203.7491631332292
1958,8956,,Aargau,2.476,2072,836.8336025848142
1959,8957,Spreitenbach,Aargau,8.6,12317,1432.2093023255813
1960,8962,,Aargau,5.9,2934,497.2881355932203
1961,8964,Rudolfstetten-Friedlisberg,Aargau,4.894,4622,944.4217409072334
1962,8965,,Aargau,5.4,4876,902.9629629629629
1963,8966,,Aargau,5.3,2586,487.9245283018868
1964,8967,,Aargau,2.615,3883,1484.8948374760994
1965,4806,,Canton of Lucerne,3.653,1419,388.44785108130304
1966,4915,,Canton of Lucerne,6.3,794,126.03174603174604
1967,5735,,Canton of Lucerne,2.5,804,321.6
1968,6000,Lucerne,Canton of Lucerne,,358,
1969,6002,Lucerne,Canton of Lucerne,,,
1970,6003,Lucerne,Canton of Lucerne,2.286,17024,7447.069116360455
1971,6004,Lucerne,Canton of Lucerne,2.275,9403,4133.186813186813
1972,6005,Lucerne,Canton of Lucerne,6.7,23389,3490.89552238806
1973,6006,Lucerne,Canton of Lucerne,9.3,17787,1912.5806451612902
1974,6007,Lucerne,Canton of Lucerne,,,
1975,6008,Lucerne,Canton of Lucerne,,,
1976,6009,Lucerne,Canton of Lucerne,,,
1977,6011,,Canton of Lucerne,,,
1978,6012,,Canton of Lucerne,6.4,3225,503.90625
1979,6013,Schwarzenberg Switzerland,Canton of Lucerne,13.0,239,18.384615384615383
1980,6014,Lucerne,Canton of Lucerne,11.9,10095,848.3193277310924
1981,6015,Lucerne,Canton of Lucerne,1.997,8096,4054.0811216825236
1982,6016,,Canton of Lucerne,11.5,1351,117.47826086956522
1983,6017,Ruswil,Canton of Lucerne,28.8,6023,209.13194444444443
1984,6018,,Canton of Lucerne,16.7,3426,205.1497005988024
1985,6019,,Canton of Lucerne,10.2,467,45.7843137254902
1986,6020,,Canton of Lucerne,9.8,23311,2378.6734693877547
1987,6021,,Canton of Lucerne,,,
1988,6022,,Canton of Lucerne,19.8,3227,162.97979797979798
1989,6023,,Canton of Lucerne,15.8,7856,497.21518987341767
1990,6024,,Canton of Lucerne,7.0,2445,349.2857142857143
1991,6025,Neudorf Lucerne,Canton of Lucerne,12.8,1491,116.484375
1992,6026,,Canton of Lucerne,9.8,3015,307.65306122448976
1993,6027,Römerswil,Canton of Lucerne,7.6,1040,136.8421052631579
1994,6028,Herlisberg,Canton of Lucerne,2.817,228,80.93716719914802
1995,6030,,Canton of Lucerne,8.3,14409,1736.024096385542
1996,6031,,Canton of Lucerne,,,
1997,6032,,Canton of Lucerne,11.7,8304,709.7435897435898
1998,6033,,Canton of Lucerne,4.027,5814,1443.7546560715173
1999,6034,,Canton of Lucerne,11.5,3005,261.30434782608694
2000,6035,,Canton of Lucerne,2.933,827,281.963859529492
2001,6036,,Canton of Lucerne,2.776,1609,579.6109510086455
2002,6037,Root Switzerland,Canton of Lucerne,6.3,5373,852.8571428571429
2003,6038,,Canton of Lucerne,3.058,2038,666.4486592544147
2004,6039,Root Switzerland,Canton of Lucerne,0.138,74,536.231884057971
2005,6043,,Canton of Lucerne,7.0,5504,786.2857142857143
2006,6044,,Canton of Lucerne,6.2,2479,399.83870967741933
2007,6045,,Canton of Lucerne,15.5,7705,497.0967741935484
2008,6047,Horw,Canton of Lucerne,6.4,1340,209.375
2009,6048,Horw,Canton of Lucerne,10.8,12042,1115.0
2010,6102,Malters,Canton of Lucerne,21.1,7350,348.34123222748815
2011,6103,Schwarzenberg Switzerland,Canton of Lucerne,28.5,1574,55.228070175438596
2012,6105,,Canton of Lucerne,6.7,1384,206.56716417910448
2013,6106,,Canton of Lucerne,8.4,767,91.30952380952381
2014,6110,,Canton of Lucerne,17.0,4913,289.0
2015,6112,,Canton of Lucerne,7.0,802,114.57142857142857
2016,6113,,Canton of Lucerne,24.6,521,21.178861788617883
2017,6114,,Canton of Lucerne,7.6,284,37.36842105263158
2018,6122,Menznau,Canton of Lucerne,13.2,2142,162.27272727272728
2019,6123,,Canton of Lucerne,6.3,502,79.68253968253968
2020,6125,,Canton of Lucerne,12.0,473,39.416666666666664
2021,6126,,Canton of Lucerne,4.303,208,48.338368580060425
2022,6130,,Canton of Lucerne,33.4,7543,225.83832335329342
2023,6132,,Canton of Lucerne,2.905,152,52.323580034423415
2024,6133,Willisau,Canton of Lucerne,30.1,1803,59.900332225913616
2025,6142,,Canton of Lucerne,6.0,1193,198.83333333333334
2026,6143,,Canton of Lucerne,4.426,352,79.53004970628106
2027,6144,Zell Lucerne,Canton of Lucerne,10.5,1885,179.52380952380952
2028,6145,,Canton of Lucerne,8.0,699,87.375
2029,6146,,Canton of Lucerne,6.6,776,117.57575757575758
2030,6147,,Canton of Lucerne,9.4,1118,118.93617021276596
2031,6152,,Canton of Lucerne,3.471,232,66.83952751368481
2032,6153,,Canton of Lucerne,12.0,947,78.91666666666667
2033,6154,,Canton of Lucerne,12.7,438,34.488188976377955
2034,6156,Luthern,Canton of Lucerne,25.9,828,31.96911196911197
2035,6160,,Canton of Lucerne,,,
2036,6161,Entlebuch,Canton of Lucerne,,,
2037,6162,Hasle Lucerne,Canton of Lucerne,61.8,2770,44.822006472491914
2038,6163,,Canton of Lucerne,6.7,491,73.28358208955224
2039,6166,Hasle Lucerne,Canton of Lucerne,28.6,1731,60.52447552447552
2040,6167,Schüpfheim,Canton of Lucerne,1.28,55,42.96875
2041,6170,,Canton of Lucerne,45.1,4302,95.3880266075388
2042,6173,Flühli,Canton of Lucerne,44.6,1024,22.95964125560538
2043,6174,Sörenberg,Canton of Lucerne,50.7,747,14.733727810650887
2044,6182,Escholzmatt,Canton of Lucerne,44.1,2643,59.93197278911565
2045,6192,,Canton of Lucerne,24.9,523,21.00401606425703
2046,6196,Marbach Lucerne,Canton of Lucerne,43.4,1210,27.880184331797235
2047,6203,,Canton of Lucerne,7.6,1390,182.89473684210526
2048,6204,Sempach,Canton of Lucerne,13.9,4179,300.64748201438846
2049,6205,,Canton of Lucerne,8.5,1617,190.23529411764707
2050,6206,,Canton of Lucerne,15.2,4844,318.6842105263158
2051,6207,,Canton of Lucerne,15.0,4118,274.53333333333336
2052,6208,,Canton of Lucerne,10.3,4054,393.5922330097087
2053,6210,Oberkirch Switzerland,Canton of Lucerne,6.8,12068,1774.7058823529412
2054,6211,,Canton of Lucerne,4.5,396,88.0
2055,6212,,Canton of Lucerne,3.766,2001,531.3329792883696
2056,6213,,Canton of Lucerne,7.3,763,104.52054794520548
2057,6214,,Canton of Lucerne,7.7,3056,396.8831168831169
2058,6215,,Canton of Lucerne,12.8,3434,268.28125
2059,6216,,Canton of Lucerne,5.1,592,116.07843137254903
2060,6217,Kottwil,Canton of Lucerne,6.0,548,91.33333333333333
2061,6218,,Canton of Lucerne,6.7,2305,344.02985074626866
2062,6221,,Canton of Lucerne,13.5,2870,212.59259259259258
2063,6222,Gunzwil,Canton of Lucerne,12.5,1664,133.12
2064,6231,,Canton of Lucerne,7.1,986,138.8732394366197
2065,6232,,Canton of Lucerne,6.5,2878,442.7692307692308
2066,6233,,Canton of Lucerne,5.3,2714,512.0754716981132
2067,6234,,Canton of Lucerne,12.1,3691,305.0413223140496
2068,6235,Winikon,Canton of Lucerne,7.2,825,114.58333333333333
2069,6236,Wilihof,Canton of Lucerne,2.831,256,90.42741080890146
2070,6242,,Canton of Lucerne,3.932,2596,660.2238046795524
2071,6243,,Canton of Lucerne,4.132,1618,391.5779283639884
2072,6244,,Canton of Lucerne,3.725,2777,745.5033557046979
2073,6245,,Canton of Lucerne,9.6,369,38.4375
2074,6246,,Canton of Lucerne,6.1,1662,272.45901639344265
2075,6247,,Canton of Lucerne,10.9,4443,407.61467889908255
2076,6248,,Canton of Lucerne,3.423,690,201.57756354075372
2077,6252,Dagmersellen,Canton of Lucerne,13.5,4663,345.4074074074074
2078,6253,Uffikon,Canton of Lucerne,5.3,723,136.41509433962264
2079,6260,,Canton of Lucerne,17.4,5561,319.5977011494253
2080,6262,,Canton of Lucerne,7.2,1113,154.58333333333334
2081,6263,Richenthal,Canton of Lucerne,7.1,793,111.69014084507043
2082,6264,,Canton of Lucerne,9.5,1871,196.94736842105263
2083,6265,,Canton of Lucerne,8.1,821,101.35802469135803
2084,6274,Eschenbach Lucerne,Canton of Lucerne,13.9,3744,269.3525179856115
2085,6275,,Canton of Lucerne,9.1,2943,323.4065934065934
2086,6276,,Canton of Lucerne,9.5,1162,122.3157894736842
2087,6277,Lieli,Canton of Lucerne,10.5,844,80.38095238095238
2088,6280,,Canton of Lucerne,12.1,9552,789.4214876033058
2089,6281,Hochdorf,Canton of Lucerne,,,
2090,6283,,Canton of Lucerne,5.5,892,162.1818181818182
2091,6284,Gelfingen,Canton of Lucerne,9.0,1298,144.22222222222223
2092,6285,Retschwil,Canton of Lucerne,8.1,2798,345.4320987654321
2093,6286,,Canton of Lucerne,2.928,457,156.0792349726776
2094,6287,Aesch Lucerne,Canton of Lucerne,5.8,1359,234.31034482758622
2095,6288,,Canton of Lucerne,12.4,1060,85.48387096774194
2096,6289,Hämikon,Canton of Lucerne,9.4,1138,121.06382978723404
2097,6294,,Canton of Lucerne,5.7,1012,177.5438596491228
2098,6295,Mosen Lucerne,Canton of Lucerne,1.739,283,162.73720529039676
2099,6344,,Canton of Lucerne,9.2,1596,173.47826086956522
2100,6353,,Canton of Lucerne,22.1,4453,201.49321266968323
2101,6354,,Canton of Lucerne,12.1,1457,120.41322314049587
2102,6356,,Canton of Lucerne,4.174,157,37.61379971250599
2103,6404,,Canton of Lucerne,4.927,1194,242.3381367972397
2104,6010,Alpnach,Obwalden,18.7,25129,1343.7967914438502
2105,6053,Alpnachstad,Obwalden,12.4,744,60.0
2106,6055,Alpnach,Obwalden,43.9,5475,124.71526195899773
2107,6056,Sarnen,Obwalden,4.617,1271,275.2869828893221
2108,6060,Sarnen,Obwalden,12.8,6515,508.984375
2109,6061,Sarnen,Obwalden,,,
2110,6062,Sarnen,Obwalden,7.5,1541,205.46666666666667
2111,6063,Stalden,Obwalden,51.9,1327,25.56840077071291
2112,6064,Kerns,Obwalden,25.3,5726,226.32411067193675
2113,6066,Kerns,Obwalden,14.7,354,24.081632653061227
2114,6067,,Obwalden,25.0,345,13.8
2115,6068,Melchsee-Frutt,Obwalden,28.8,34,1.1805555555555556
2116,6072,Sachseln,Obwalden,50.4,4382,86.94444444444444
2117,6073,Sachseln,Obwalden,4.767,607,127.33375288441367
2118,6074,Giswil,Obwalden,87.0,3996,45.93103448275862
2119,6078,Lungern,Obwalden,46.5,2086,44.86021505376344
2120,6388,,Obwalden,24.5,294,12.0
2121,6390,Engelberg,Obwalden,94.3,4251,45.079533404029696
2122,6391,Engelberg,Obwalden,,,
2123,6300,Zug,Canton of Zug,24.8,28900,1165.3225806451612
2124,6301,Zug,Canton of Zug,,,
2125,6302,Zug,Canton of Zug,,,
2126,6303,Zug,Canton of Zug,,,
2127,6304,Zug,Canton of Zug,,,
2128,6310,Zug,Canton of Zug,,,
2129,6312,,Canton of Zug,4.731,10309,2179.0319171422534
2130,6313,Finstersee,Canton of Zug,27.6,4553,164.96376811594203
2131,6314,Unterägeri,Canton of Zug,27.9,9334,334.5519713261649
2132,6315,Oberägeri,Canton of Zug,31.4,6329,201.56050955414014
2133,6317,Zug,Canton of Zug,8.2,2597,316.70731707317077
2134,6318,Walchwil,Canton of Zug,16.9,3986,235.8579881656805
2135,6319,,Canton of Zug,2.927,1574,537.7519644687393
2136,6330,Cham,Canton of Zug,13.0,15281,1175.4615384615386
2137,6331,Hünenberg,Canton of Zug,16.2,5089,314.1358024691358
2138,6332,Cham Switzerland,Canton of Zug,5.5,2359,428.90909090909093
2139,6333,Cham,Canton of Zug,2.7,3866,1431.8518518518517
2140,6340,Baar Switzerland,Canton of Zug,21.9,23356,1066.4840182648402
2141,6341,Baar Switzerland,Canton of Zug,,,
2142,6342,Baar Switzerland,Canton of Zug,,,
2143,6343,Risch,Canton of Zug,23.1,11253,487.1428571428571
2144,6345,,Canton of Zug,7.8,2316,296.9230769230769
2145,6346,Baar Switzerland,Canton of Zug,,,
2146,6349,Baar Switzerland,Canton of Zug,,,
2147,6052,Hergiswil,Nidwalden,17.0,6013,353.70588235294116
2148,6362,Stansstad,Nidwalden,4.799,3866,805.5844967701604
2149,6363,Stansstad,Nidwalden,6.2,960,154.83870967741936
2150,6365,Kehrsiten,Nidwalden,14.2,253,17.816901408450704
2151,6370,Stans,Nidwalden,17.7,10165,574.2937853107345
2152,6371,Stans,Nidwalden,,,
2153,6372,,Nidwalden,15.0,2316,154.4
2154,6373,,Nidwalden,16.2,4937,304.7530864197531
2155,6374,Buochs,Nidwalden,12.1,5531,457.10743801652893
2156,6375,Beckenried,Nidwalden,32.6,3697,113.40490797546012
2157,6376,Emmetten,Nidwalden,29.6,1641,55.439189189189186
2158,6382,,Nidwalden,5.3,1009,190.37735849056605
2159,6383,Dallenwil,Nidwalden,24.5,1891,77.18367346938776
2160,6386,Wolfenschiessen,Nidwalden,19.5,1644,84.3076923076923
2161,6387,Wolfenschiessen,Nidwalden,23.9,205,8.577405857740587
2162,6402,Merlischachen,Canton of Schwyz,4.595,1231,267.89989118607184
2163,6403,Küssnacht,Canton of Schwyz,20.8,9583,460.7211538461538
2164,6405,,Canton of Schwyz,10.9,3029,277.88990825688074
2165,6410,,Canton of Schwyz,23.5,6401,272.3829787234043
2166,6414,Oberarth,Canton of Schwyz,1.867,2158,1155.8650241028388
2167,6415,Arth,Canton of Schwyz,20.9,3762,180.0
2168,6416,,Canton of Schwyz,7.0,956,136.57142857142858
2169,6417,,Canton of Schwyz,17.4,2028,116.55172413793105
2170,6418,,Canton of Schwyz,25.6,2577,100.6640625
2171,6422,,Canton of Schwyz,11.6,3696,318.62068965517244
2172,6423,,Canton of Schwyz,9.0,3177,353.0
2173,6424,,Canton of Schwyz,9.5,1124,118.3157894736842
2174,6430,,Canton of Schwyz,19.7,6464,328.12182741116754
2175,6431,Schwyz,Canton of Schwyz,,,
2176,6432,Schwyz,Canton of Schwyz,11.5,1374,119.47826086956522
2177,6433,Stoos,Canton of Schwyz,14.9,208,13.95973154362416
2178,6434,,Canton of Schwyz,10.9,815,74.77064220183486
2179,6436,Muotathal,Canton of Schwyz,155.9,3485,22.354073123797306
2180,6438,Ibach Switzerland,Canton of Schwyz,5.7,4673,819.8245614035087
2181,6440,Brunnen,Canton of Schwyz,16.7,9189,550.2395209580839
2182,6442,Gersau,Canton of Schwyz,23.3,2355,101.07296137339056
2183,6443,,Canton of Schwyz,8.9,981,110.2247191011236
2184,8806,,Canton of Schwyz,1.809,2294,1268.1039248203429
2185,8807,,Canton of Schwyz,3.808,3100,814.0756302521008
2186,8808,,Canton of Schwyz,10.4,7431,714.5192307692307
2187,8832,,Canton of Schwyz,7.0,11049,1578.4285714285713
2188,8834,Schindellegi,Canton of Schwyz,9.6,3783,394.0625
2189,8835,,Canton of Schwyz,8.1,1708,210.8641975308642
2190,8836,,Canton of Schwyz,12.0,1142,95.16666666666667
2191,8840,Einsiedeln,Canton of Schwyz,25.2,11430,453.5714285714286
2192,8841,,Canton of Schwyz,16.3,1414,86.74846625766871
2193,8842,,Canton of Schwyz,37.6,1999,53.16489361702128
2194,8843,,Canton of Schwyz,28.8,846,29.375
2195,8844,,Canton of Schwyz,26.5,721,27.20754716981132
2196,8845,,Canton of Schwyz,20.4,467,22.8921568627451
2197,8846,Einsiedeln,Canton of Schwyz,19.6,1127,57.49999999999999
2198,8847,,Canton of Schwyz,12.6,550,43.65079365079365
2199,8849,,Canton of Schwyz,22.8,615,26.973684210526315
2200,8852,,Canton of Schwyz,24.5,7209,294.2448979591837
2201,8853,Lachen Switzerland,Canton of Schwyz,4.236,9408,2220.963172804533
2202,8854,,Canton of Schwyz,30.7,11177,364.071661237785
2203,8855,Wangen Schwyz,Canton of Schwyz,11.7,3924,335.3846153846154
2204,8856,,Canton of Schwyz,14.1,3249,230.4255319148936
2205,8857,,Canton of Schwyz,28.0,983,35.107142857142854
2206,8858,Innerthal,Canton of Schwyz,50.0,180,3.6
2207,8862,,Canton of Schwyz,5.2,2679,515.1923076923076
2208,8863,,Canton of Schwyz,7.1,2732,384.7887323943662
2209,8864,,Canton of Schwyz,11.5,4063,353.30434782608694
2210,6377,Seelisberg,Canton of Uri,17.5,749,42.8
2211,6441,Rütli,Canton of Uri,1.714,1,0.5834305717619603
2212,6452,,Canton of Uri,31.8,506,15.91194968553459
2213,6454,Flüelen,Canton of Uri,15.7,2014,128.28025477707007
2214,6460,Altdorf Uri,Canton of Uri,10.9,10795,990.3669724770642
2215,6461,Isenthal,Canton of Uri,61.6,467,7.581168831168831
2216,6462,,Canton of Uri,18.4,1881,102.22826086956522
2217,6463,Bürglen Uri,Canton of Uri,51.1,2890,56.55577299412916
2218,6464,Spiringen,Canton of Uri,22.5,824,36.62222222222222
2219,6465,Unterschächen,Canton of Uri,80.7,715,8.85997521685254
2220,6466,Bauen,Canton of Uri,7.5,170,22.666666666666668
2221,6467,Schattdorf,Canton of Uri,7.2,5244,728.3333333333334
2222,6468,,Canton of Uri,47.0,1765,37.5531914893617
2223,6469,Schattdorf,Canton of Uri,10.2,281,27.54901960784314
2224,6472,Erstfeld,Canton of Uri,59.1,3867,65.43147208121827
2225,6473,Silenen,Canton of Uri,22.0,1223,55.59090909090909
2226,6474,Amsteg,Canton of Uri,5.2,382,73.46153846153845
2227,6475,Bristen,Canton of Uri,121.7,453,3.7222678718159408
2228,6476,Gurtnellen,Canton of Uri,9.1,133,14.615384615384617
2229,6482,Gurtnellen,Canton of Uri,69.9,345,4.935622317596566
2230,6484,Wassen,Canton of Uri,25.9,351,13.552123552123552
2231,6485,,Canton of Uri,70.8,65,0.9180790960451978
2232,6487,Göschenenalp,Canton of Uri,104.7,445,4.2502387774594075
2233,6490,Andermatt,Canton of Uri,62.2,1538,24.72668810289389
2234,6491,,Canton of Uri,78.1,153,1.9590268886043536
2235,6493,Hospental,Canton of Uri,35.0,179,5.114285714285714
2236,8751,Klausen Pass,Canton of Uri,42.0,40,0.9523809523809523
2237,6500,Bellinzona,Ticino,11.5,17362,1509.7391304347825
2238,6501,Bellinzona,Ticino,,,
2239,6503,,Ticino,7.7,1567,203.5064935064935
2240,6506,Bellinzona,Ticino,,,
2241,6511,Cadenazzo,Ticino,,,
2242,6512,Giubiasco,Ticino,5.6,8920,1592.857142857143
2243,6513,,Ticino,9.6,2944,306.6666666666667
2244,6514,,Ticino,8.2,3419,416.95121951219517
2245,6515,,Ticino,9.8,859,87.65306122448979
2246,6516,Cugnasco,Ticino,17.7,3066,173.22033898305085
2247,6517,Arbedo,Ticino,18.7,3300,176.47058823529412
2248,6518,,Ticino,9.2,808,87.82608695652175
2249,6523,,Ticino,16.3,666,40.85889570552147
2250,6524,Moleno,Ticino,7.7,128,16.623376623376622
2251,6525,Gnosca,Ticino,7.4,782,105.67567567567568
2252,6526,,Ticino,0.981,276,281.3455657492355
2253,6527,Lodrino Ticino,Ticino,30.3,1412,46.6006600660066
2254,6528,,Ticino,8.3,2767,333.3734939759036
2255,6532,Arbedo-Castione,Ticino,2.366,1861,786.5595942519019
2256,6533,Lumino,Ticino,10.0,1534,153.4
2257,6571,Indemini,Ticino,11.5,33,2.869565217391304
2258,6572,,Ticino,3.221,1220,378.7643588947532
2259,6573,Magadino,Ticino,5.5,544,98.9090909090909
2260,6574,Vira (Gambarogno),Ticino,14.8,634,42.83783783783784
2261,6575,,Ticino,7.6,657,86.44736842105263
2262,6576,,Ticino,5.1,231,45.294117647058826
2263,6577,,Ticino,9.0,89,9.88888888888889
2264,6578,Caviano,Ticino,3.261,99,30.358785648574056
2265,6579,Piazzogna,Ticino,5.3,452,85.28301886792453
2266,6582,,Ticino,8.0,612,76.5
2267,6583,Sant’Antonio,Ticino,5.8,195,33.62068965517241
2268,6584,Sant’Antonio,Ticino,27.6,69,2.5
2269,6590,Cadenazzo,Ticino,,,
2270,6592,Sant'Antonino,Ticino,7.4,2636,356.2162162162162
2271,6593,Cadenazzo,Ticino,5.5,2915,530.0
2272,6594,Contone,Ticino,2.996,1134,378.50467289719626
2273,6595,Lavertezzo,Ticino,4.014,1252,311.9083208769307
2274,6596,Gordola,Ticino,13.2,4855,367.8030303030303
