Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
52,KV - Allgemeine Richtungen,Kaufmann/frau EFZ,"Kaufleute arbeiten in den unterschiedlichsten Wirtschaftszweigen, die in 21  Branchen unterteilt sind. In den verschiedenen Einsatzbereichen übernehmen sie administrative und organisatorische Aufgaben. Das EFZ-Fähigkeitszeugnis muss auf dem Coople-Account hinterlegt sein.","Es handelt sich hierbei um eine befristete Stelle (mind. 6 Monate ab Arbeitsbeginn mit der Möglichkeit zur Weiterbeschäftigung). Die oben abgebildeten Einsatztage- und zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. 

Aufgaben:
- Selbstständige und eigenverantwortliche Abwicklung von anfallenden administrativen Arbeiten im Bereich Finanzen

Profil:
- laufendes oder abgeschlossenes Studium (HR, FH, Uni), eine abgeschlossene kaufmännische Ausbildung EFZ
- Erste Berufserfahrung im Bereich Finanzen von Vorteil
- Versierter Umgang mit MS-Office Anwendungen
- Schnelle Auffassungsgabe sowie selbstständige und exakte Arbeitsweise
- Stilsichere Deutschkenntnisse in Wort und Schrift

Unser Angebot:
- Eine umfassende Einarbeitung
- Ein freundliches Arbeitsklima und übersichtliche Strukturen
- Ein moderner Arbeitsplatz am Hauptsitz von 

Arbeitsort:
9536 , Niederstettenstrasse 3

Arbeitsbeginn
per sofort oder nach Vereinbarung",Kaufmännische Berufe,Jonschwil,9536,23103.0,30.2,22 Nov 2023,90
53,Logistiker/in,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit (z.B. Be-/Entladen von Lastwagen, Einpacken und Rüsten von Sendungen). Handwerkliches Geschick von Vorteil.","Wir suchen dich als Mitarbeiter bei der . 
Die Schichten sind fiktiv und werden durch die zu einem späteren Zeitpunkt kommuniziert.

Wir behalten uns vor, Bewerber direkt abzulehnen die gemäss Profilbeschreibung nicht passen.
Bei Fragen, wende dich bitte direkt an coople und nicht an die .
Die Kommunikation über ausgeschriebene Jobs, geht ausschliesslich über coople.

Wir suchen dich! Einstieg als Temporärarbeiter mit Option auf Festanstellung bei «». COOPLE bietet:
• Anspruch auf Temptraining Weiterbildungs-Guthaben
• Monatlich Auswahl eines fleißigen Cooplers mit Geschenk und 50.- Gutschein.
• Teilnahme am ""We Are Coopler Wettbewerb"" mit bis zu 500.- Bargeldgewinn.
• Winter-/Sommer-Bonus-Kampagne: Gewinnchance bis CHF 1'000 bei mehr als 5 Schichten.
• Gratis Tagespass für Skigebiet ab 30 Arbeitsstunden, gratis Saisonabo ab 100 Stunden.
• Treuebonus bei Vollzeiteinsatz: 1. Monat - 100 CHF Gutschein, 3. Monat - 150 CHF Gutschein, 6. Monat - 250 CHF Gutschein.

Funktionsbeschreibung:
• Rangierdienstmitarbeiter/in (ZSTEBV) verantwortlich für sicheres, pünktliches und wirtschaftliches Rangieren gemäß Auftragserteilung und FDV.
• Tätigkeiten im Rangierbahnhof Limmattal beinhalten Bewegung von stehenden und rollenden Güterwagen mit möglichen Lärmquellen.

Aufgaben:
• Vorbereitung der Züge für Ausfahrgleise inkl. Rangierbremsprobe und Bremsenkontrolle
• Kuppeln/Entkuppeln von Triebfahrzeugen 

Zugzerlegung:
• Vorbereiten ankommender Züge nach Langmacherliste
• Zerlegen von Zügen mit Kuppelstange gemäß Zerlegerliste
• Melden von Unregelmäßigkeiten an die zuständige Stelle

Sicherheit und Prüfungen:
• Medizinische Tauglichkeitsanforderung Gruppe 2 (nach ZSTEBV)
• Vor Anstellung: 4-stündiges Probearbeiten und medizinische Tauglichkeit erforderlich
• Mitarbeitende benötigen sehr gute körperliche Verfassung (ca. 8 km Laufen täglich)",Promotion / Event,Spreitenbach,8957,69687.0,29.0,22 Nov 2023,267
54,Handwerk & Auf-/Abbau,Ungelernt mit >20 Monaten Erfahrung,"Personen mit Bereitschaft zu körperlicher Arbeit. Handwerkliches Geschick von Vorteil. Die Aufgaben können von einfachen Handlangertätigkeiten (z.B. Mobiliaraufbau), bis zu handwerklichen Tätigkeiten reichen. Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV aufgeführt werden.","***DIE SCHICHTEN SIND FIKTIV***
4 Schichtmodel : Früh, Tages, Nacht und Wochenendienst
Pensum 100%
EBA oder EFZ Diplom ( Automatiker oder Elektrotechnik )
Deutsch C Niveau


Funktionsumschreibung
-Ausführen von Instandhaltungs-, Wartungs- und Inspektionsarbeiten gemäss Vorgaben.
-Austauschen und Prüfen von Komponenten gemäss Vorgaben.
-Durchführen von Kontroll- und Änderungsaufträge gemäss Vorgaben und Feststellen von Abweichungen.

Aufgabenschwerpunkte
-Führt Wartungs-, Einstellungs- und Inspektionsarbeiten gemäss den technischen Vorgaben aus.
-Führt Messungen gemäss den technischen Vorgaben durch und füllt Messprotokolle aus.
-Löst für die festgestellten Abweichungen die nötigen Instandsetzungsmassnahmen aus (mit Hilfe von Funktions- und Sichtkontrollen sowie einfachen Messungen).
-Ersetzt Abnützungsteile und führt Einstellarbeiten im Rahmen der Wartungsvorgaben durch.
-Meldet die ausgeführten Arbeiten sowie die erhobenen Daten gemäss Vorgaben zurück.
-Führt eindeutig dokumentierte oder klar beauftragte Instandsetzungsarbeiten durch und meldet diese gemäss Vorgaben zurück.
-Führt Störungsdiagnosen (basierend auf eindeutigen Sicht- und Funktionskontrolle) durch und meldet diese fachgerecht zurück.
-Führt Komponententausche gemäss Vorgabe oder mit Begleitung durch.
-Meldet die ausgeführten Arbeiten gemäss Prozess zurück.
-Führt einfache, vollständig dokumentierte Änderungs- und Kontrollaufträge gemäss Vorgaben oder mit Begleitung durch.
-Stellt Abweichungen resp. Verbesserungspotential im Prozess fest (KVP, MOM) und meldet diese an die zuständige Stelle.",Promotion / Event,Zürich,8048,57240.0,30.0,22 Nov 2023,212
55,Mechaniker/in (EFZ/EBA),EBA und weniger als 3 Jahre Erfahrung,Du hast ein eidgenössisches Berufsattest - Mechanikpraktiker/in EBA und weniger als drei Jahre Berufserfahrung als Mechaniker/in.,"Du übernimmst die Reparatur und Kalibrierung von Geräten für unsere gesamte Produktpalette und erstellst selbständig Kostenvoranschläge und Verrechnungen 

Du beantwortest technische Anfragen für unsere internationalen Kunden (mündlich und schriftlich)

Die Dokumentation aller Serviceaktivitäten und Pflege von technischen Gerätedaten ist für dich selbstverständlich",Handwerk,Stäfa,8712,33649.92,33.12,22 Nov 2023,127
56,Logistiker/in,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit (z.B. Be-/Entladen von Lastwagen, Einpacken und Rüsten von Sendungen). Handwerkliches Geschick von Vorteil.","Du bist auf der Suche nach einem spannenden Job in der Logistik? Dann bist du bei AG genau richtig! Wir sind einer der führenden Anbieter im Bereich Retail & Logistics und suchen derzeit eine*n Logistiker*in für die Kalenderwoche KW39 bis KW52/2023.

Deine Aufgaben umfassen:
- Kommissionierung von Bestellungen
- Verpacken der Bestellungen
- Bereitstellung der Bestellungen für die Auslieferung (Stapeln von Paketen auf Paletten, Umwickeln mit Folie zur Sicherung, Transportieren zur Rampe)
- Durchführung weiterer Aufgaben wie Reinigungsarbeiten
- Gewährleistung eines sauberen und aufgeräumten Arbeitsplatzes

Um für diese Position geeignet zu sein, solltest du folgende Anforderungen erfüllen:
- Körperliche Arbeit ist Teil des Jobs, daher ist es wichtig, dass du dazu bereit bist
- Idealerweise solltest du durchgehend verfügbar sein, da deine Chancen auf eine Anstellung dadurch erhöht werden

Der Einsatz kann nach Rücksprache verlängert werden, falls gewünscht.

Wir bieten dir eine spannende Tätigkeit in einem dynamischen und wachsenden Unternehmen. Du hast die Möglichkeit, Teil eines professionellen Teams zu sein und wertvolle Erfahrungen in der Logistik zu sammeln.

Interessiert? Dann bewirb dich noch heute und werde Teil des Teams!",Promotion / Event,Klingnau,5313,6059.48,25.46,22 Nov 2023,28
57,Handwerk & Auf-/Abbau,Handwerk gelernt,"Schreiner/in, Zimmermann/Zimmerin, Zelt-, Bühnen- und Messebauer/in, etc. mit abgeschlossener handwerklicher Berufslehre.","Wir suchen dich! Einstieg als Temporärarbeiter mit Option auf Festanstellung bei «». COOPLE bietet:
• Anspruch auf Temptraining Weiterbildungs-Guthaben
• Monatlich Auswahl eines fleißigen Cooplers mit Geschenk und 50.- Gutschein.
• Teilnahme am ""We Are Coopler Wettbewerb"" mit bis zu 500.- Bargeldgewinn.
• Winter-/Sommer-Bonus-Kampagne: Gewinnchance bis CHF 1'000 bei mehr als 5 Schichten.
• Gratis Tagespass für Skigebiet ab 30 Arbeitsstunden, gratis Saisonabo ab 100 Stunden.
• Treuebonus bei Vollzeiteinsatz: 1. Monat - 100 CHF Gutschein, 3. Monat - 150 CHF Gutschein, 6. Monat - 250 CHF Gutschein.

***DIE SCHICHTEN SIND FIKTIV***
Die Arbeitszeiten werden durch den Einsatzbetrieb ( ) ) bestimmt.
Schichtmodel : 3 Schichtmodel : Früh, Spät und Nachdienst
Pensum 100%
EBA oder EFZ 

Funktionsumschreibung
Führt als Produktionsmitarbeiter einfache Aufarbeitungs-, Instandhaltungs- oder Fertigungstätigkeiten gemäss Anweisung durch.

Aufgabenschwerpunkte
Aufarbeitungs- und Fertigungstätigkeiten
-Führt Aufarbeitungs-, Einstellungs- und Montagearbeiten gemäss den technischen Vorgaben aus.
-Arbeitet mit automatischer Werkzeugmaschine (User) .
-Meldet die ausgeführten Arbeiten sowie die festgestellten Abweichungen gemäss Vorgaben zurück und erfasst die entsprechenden Auftragszeiten.

Diagnose und Prüfen
-Führt einfache Prüfung durch gemäss Anweisung (gültiger Standard), inkl. Dokumentation.
-Einstellungen basierend auf Sicht- und Funktionskontrollen von Parametern gemäss Anweisung.

Produktionslogistik
-Sicherstellen des Materialflusses in und aus der Kostenstelle sicherstellen.
-Vorbereitung von Produktionskits.",Promotion / Event,Zürich,8048,59571.63,31.37,22 Nov 2023,211
58,Chef de Service,,,"Les horaires ne sont pas définitifs, offrant flexibilité et adaptabilité.

À propos de La Table :
La Table, située au prestigieux , est un restaurant étoilé au guide Michelin avec une note de 17/20 au Gault&Millau. Dirigé par Franck Pelux et son équipe passionnée, La Table s'engage à offrir des créations culinaires qui rendent hommage à la cuisine française à travers des techniques et des associations de goûts résolument contemporains.

Responsabilités :
En tant que Maître d'hôtel de La Table, vous serez responsable de créer une expérience exceptionnelle pour nos clients. Vos principales responsabilités incluent :

Service Client : Assurer un service impeccable en accueillant les clients, en les conseillant sur les plats et les vins, et en veillant à leur satisfaction tout au long du repas.

Coordination du Service : Travailler en étroite collaboration avec l'équipe de salle et de cuisine pour assurer un service fluide et synchronisé.

Formation du Personnel : Participer à la formation du personnel de salle et veiller à ce que les normes de service soient maintenues.

Gestion des Réservations : Coordonner les réservations, s'assurer de la disponibilité des tables et garantir une bonne communication avec les clients.

Connaissance des Produits : Avoir une connaissance approfondie du menu, des vins et des offres spéciales afin de fournir des recommandations informées aux clients.

Exigences :
Expérience préalable en tant que Maître d'hôtel dans un établissement de luxe.
Connaissance approfondie de la cuisine française et des standards de service haut de gamme.
Excellentes compétences en communication et en gestion d'équipe.
Capacité à travailler sous pression dans un environnement dynamique.
Maîtrise du français et de l'anglais.",Gastronomie / Hotel,Lausanne,1002,1236.24,34.34,22 Nov 2023,4
60,KV - Allgemeine Richtungen,Kaufmann/frau EFZ,"Kaufleute arbeiten in den unterschiedlichsten Wirtschaftszweigen, die in 21  Branchen unterteilt sind. In den verschiedenen Einsatzbereichen übernehmen sie administrative und organisatorische Aufgaben. Das EFZ-Fähigkeitszeugnis muss auf dem Coople-Account hinterlegt sein.","Aufgrund eines Ausfalls sind wir auf deine Unterstützung angewiesen.
Wenn du über eine schnelle Auffassungsgabe verfügst, erlerntes schnell umsetzt und selbständig arbeiten kannst - melde dich.
Gute Deutsch- und Englischkenntnisse werden vorrausgesetzt.

Folgende Aufgaben gehören in diesen Bereich:
• Entgegennahme, Beratung und Eingabe von 
o telefonischen
o schriftlichen (E-Mail)
o elektronischen (OTA / GDS / CRS) Reservierungen
• Bearbeitung allgemeiner Korrespondenz
• Bearbeitung bestehender Reservierungen
• Zusatzverkauf der Gastronomischen Angebote sowie Zusatzleistungen der Hotels
• Sicherstellung der Daten-Qualität - Korrekte Eingabe aller relevanten Gast- & Kunden-Daten",Kaufmännische Berufe,Zürich,8047,255.0,30.0,22 Nov 2023,1
61,KV - Allgemeine Richtungen,Kaufmann/frau EFZ,"Kaufleute arbeiten in den unterschiedlichsten Wirtschaftszweigen, die in 21  Branchen unterteilt sind. In den verschiedenen Einsatzbereichen übernehmen sie administrative und organisatorische Aufgaben. Das EFZ-Fähigkeitszeugnis muss auf dem Coople-Account hinterlegt sein.","Die Einsatzzeiten sind FIKTIV und werden durch den Einsatzbetrieb zu einem späteren Zeitpunkt kommuniziert,
Wir behalten uns vor, Bewerber direkt abzulehnen die gemäss Profilbeschreibung nicht passen.

Beschreibung der Aufgaben
Funktionsumschreibung 
• Unterstützt die Programmleitung (und Projektleitung) fachlich und administrativ. Erarbeitet und stellt
Dokumente für auszuführende Arbeiten und weisst Arbeiten innerhalb der zu
(Massnahmenbeurteilung. Verantwortet das Massnahmenmanagement innerhalb des Programmes
und das Reporting.

Aufgabenschwerpunkte 
• Übernimmt als Eingangstor die Koordination von Anfragen innerhalb des Programmes und stimmt die
Anfragen mit internen Partnern ab.
• Federführend in der Planung, Vorbereitung und Organisation diverser Meetings und Anlässen
innerhalb des Programmes (z.B. Traktanden zusammentragen, Einladungsmanagement,
Protokollführung, Sitzungsunterlagen einholen und aufbereiten etc.) und stellt die entsprechende
Nachbereitung inkl. Ablage sicher.
• Erstellt inhaltlich anspruchsvolle Präsentationen, Analysen und Berichte sowie Korrespondenz für die
Programmleitung.
• Erstellt Dokumente für die Ausführung der bewilligten Massnahmen.
• Übernimmt die Verantwortung für das Massnahmenmanagement im Programm, d.h. die Zuweisung von
Massnahmen an die Umsetzungsstelle, das Tracking der Massnahmenumsetzung und das Erstellen
von Reportings zum Umsetzungsstand

Anforderungen
• Kaufmännische Grundausbildung mit Eidg. Fachausweis und Berufsmatur 
• Weiterbildung Projektassistent/in mit Fachausweis (bspw. IPMA Level D) 
• Mind. 3 Jahre Erfahrung in ähnlicher Position. Davon mind. eine Stelle in
einem komplexen Projekt (bspw. Multipartnerprojekt)
• Sehr gute Kenntnisse in MS Office (Word, Excel, Power Point, MS Project, MS SharePoint).
• Deutsch C2 A
• Französisch B1
• Kommunikations- und Organisationsfähigkeit",Kaufmännische Berufe,Bern,3011,7905.24,31.37,22 Nov 2023,28
62,Host/Hostess,,,"Hallo zusammen 

Für die IGEHO 2023 Messe in Basel suchen wir Host:essen für den Cateringbereich. 

Wann: 20.11. - 22.11.23
Arbeitszeiten: 08:30 - 17:30 Uhr

Aufgaben: Kaffee zubereiten, Servieren, Aufräumen/Abwasch, Kaffeemaschinen sauber halten und reinigen


Bei Fragen stehe ich Euch gerne zur Verfügung. 

LG Dimi",Promotion / Event,Basel,4005,175.5,27.0,22 Nov 2023,1
63,Handwerk & Auf-/Abbau,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit. Handwerkliches Geschick von Vorteil. Die Aufgaben können von einfachen Handlangertätigkeiten (z.B. Mobiliaraufbau), bis zu handwerklichen Tätigkeiten reichen.","Activités principales :
 : organisées, méticuleuses, dynamiques 
 (Réception et tri produits + aide à l'implantation en rayons) 
 - D'autres tâches peuvent vous être assignés selon le besoin du magasin.

Profil recherché : 
 - Manutentionnaire
 - Proactif
 - Fiable
 - Ponctuel
 - Dynamique
 - Bonne forme physique car travaux lourd",Promotion / Event,Martigny,1920,84.42,24.12,22 Nov 2023,1
64,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Nous recherchons un/e équipier/e omni-commercant.

Ton profil : 
- Tu es un passionné de sport.
- Dynamique, tu aimes le contact client.
- Ton sens du service et ton esprit d’équipe sont des points forts.

Ta mission : 
- Tu assures une mise en rayon qualitative et garanties la disponibilité des produits.
- Tu accueilles, écoutes et dialogues avec nos clients sportifs pour répondre à leurs attentes.
- Tu optimises la circulation de l’information au sein du magasin.
- Tu fidélises nos clients en leur proposant services du magasin.
- Tu garanties une gestion fiable des articles retournés par nos clients.",Detailhandel / Logistik,Genève,1201,168.75,27.0,22 Nov 2023,1
65,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 10:00-20.30 Uhr inkl. Samstags- und Sonntags statt.",Detailhandel / Logistik,Luzern,6002,3407.5,29.0,22 Nov 2023,14
66,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Vor- und Nachbereitungsarbeiten sowie gemeinsamen Service für das perfekte Gästeerlebnis.

Die Kleider- und Groomingvorschriften sind zwingend einzuhalten. Sollte dies nicht der Fall sein, so kann der Einsatz nicht angetreten werden und eine Entlohnung entfällt.
 - Saubere und gepflegte schwarze Lederschuhe mit langen schwarzen Socken 
 - Dezentes Make-up und Dezenter Schmuck und keine sichtbaren Piercings
 - Saubere und kurze unlackierte Fingernägel
 - Gepflegte Haare, ab Schulterlänge zusammengebunden
 - Männer frisch rasiert 
 - Positive und offene Körpersprache

TREFFPUNKT: -3 bei der Warenannahme die sich auf der Rückseite des Hotels, neben dem Schotterparkplatz befindet. Treffpunkt an der Aufgangsrampe 10 Minuten vor Beginn des Einsatzes.

Falls du mit dem Auto anreist, dient ausschliesslich dein ausgedruckter Einsatzrapport als Parkschein hinter der Windschutzscheibe. Bitte zwingend auf dem Kiesparkplatz -3 neben der Warenannahme parken ! 
Die Parkplatzgebühren kosten 6 CHF und werden dir über die Spesen abgezogen.

Solltest du mit dem Schiff anreisen, bekommst du ausschliesslich mit deinem gültigen Einsatzrapport (digital oder ausgedruckt) die Fahrt von Luzern nach Kehrsiten Vergünstigt für 6 CHF zur Verfügung gestellt.

Die Bahn zum rauf kostet 6 CHF und wird dir über die Spesen angezogen.

!!Sollte kein Einsatzrapport vorhanden sein, können wir dies nicht berücksichtigen!!",Gastronomie / Hotel,Bürgenstock,6363,272.0,32.0,22 Nov 2023,1
68,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Commis de Cuisine, Chef de Partie (m/f/d, 100%) 
ab sofort oder nach Vereinbarung, 


Du bist mitverantwortlich für die Zubereitung und Bereitstellung der kalten Speisen für die gesamte Restauration des Betriebs inklusive den Seminar- und Eventgästen. 
Du bist Teil einer dynamischen Equipe und arbeitest mit einer neuen, mit modernster Technik ausgestatteten Infrastruktur in Form einer grosszügigen Produktionsküche und/oder der à la carte Satellitenküche.

Aufgabe:
• Tägliches Zubereiten eines qualitativ hochwertigen Speisenangebots für à la carte
 Service, Selbstbedienung und Events
• Erstellen der benötigten Mise en place
• Sicherstellung der Konstanz und Qualität der Speisen
• Selbständiges Führen eines Postens

Unserer Bedingungen:
• Abgeschlossene Berufslehre und einige Jahre Berufserfahrung in à la carte Betrieben
• Erfahrung im Bankett- und Eventbereich von Vorteil
• Freude an einer innovativen Küche mit Fokus auf dem Produkt
• Speditive und selbständige Arbeitsweise
• Eigenverantwortung und das Interesse Kollegen einzuarbeiten und weiterzubilden
• Kreativität, Liebe zum Detail und sehr hohes Qualitätsbewusstsein
• Strukturierte und organisierte Arbeitsweise
• Hohe Belastbarkeit, Flexibilität und Begeisterungsfähigkeit
• Teamfähigkeit
• gute Sprachkenntnisse in Deutsch oder Englisch, jede weitere Fremdsprache von Vorteil",Gastronomie / Hotel,Oberdorf,4515,9675.0,30.0,22 Nov 2023,38
69,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Sie sind gelernte Köchin oder gelernter Koch EFZ und unterstützen unseren Küchenchef und unser Küchenteam in sämtlichen Schichtdiensten.

Ihr Profil: Erfahrung im Heim- und Gemeinschaftsgastronomie, Freundlichkeit und Aufgeschlossenheit.

Ihre Aufgabe: AVOR und Kochen der Malzeiten für unsere Bewohnerinnen und Bewohner sowie für unsere Mitarbeitenden; Mise en Place nach Vorgaben Küchenchef.",Gastronomie / Hotel,Zürich,8004,11802.96,31.37,22 Nov 2023,43
70,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 10:00-20.30 Uhr inkl. Samstags- und Sonntags statt.",Detailhandel / Logistik,Bern,3011,8381.0,29.0,22 Nov 2023,34
71,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Commis de Cuisine, Chef de Partie (m/f/d, 100%) 
ab sofort oder nach Vereinbarung, 


Du bist mitverantwortlich für die Zubereitung und Bereitstellung der kalten Speisen für die gesamte Restauration des Betriebs inklusive den Seminar- und Eventgästen. 
Du bist Teil einer dynamischen Equipe und arbeitest mit einer neuen, mit modernster Technik ausgestatteten Infrastruktur in Form einer grosszügigen Produktionsküche und/oder der à la carte Satellitenküche.

Aufgabe:
• Tägliches Zubereiten eines qualitativ hochwertigen Speisenangebots für à la carte
 Service, Selbstbedienung und Events
• Erstellen der benötigten Mise en place
• Sicherstellung der Konstanz und Qualität der Speisen
• Selbständiges Führen eines Postens

Unserer Bedingungen:
• Abgeschlossene Berufslehre und einige Jahre Berufserfahrung in à la carte Betrieben
• Erfahrung im Bankett- und Eventbereich von Vorteil
• Freude an einer innovativen Küche mit Fokus auf dem Produkt
• Speditive und selbständige Arbeitsweise
• Eigenverantwortung und das Interesse Kollegen einzuarbeiten und weiterzubilden
• Kreativität, Liebe zum Detail und sehr hohes Qualitätsbewusstsein
• Strukturierte und organisierte Arbeitsweise
• Hohe Belastbarkeit, Flexibilität und Begeisterungsfähigkeit
• Teamfähigkeit
• gute Sprachkenntnisse in Deutsch oder Englisch, jede weitere Fremdsprache von Vorteil",Gastronomie / Hotel,Oberdorf,4515,2040.0,30.0,22 Nov 2023,8
72,KV - Administration,Betriebswirtschafter/in KMU HFP,Das Eidgenössische Diplom (HFP) muss auf dem Coople-Account hinterlegt sein.,Allgemeine interessante Geschäftsabsicklungen inkl. Buchaltung,Kaufmännische Berufe,Forch,8127,320.0,40.0,22 Nov 2023,1
73,Fahrradmechaniker/in EFZ,Gelernt,"Die EFZ-Ausbildung ist eine berufliche Grundbildung, welche mindestens 3 Jahre dauert und sowohl theoretische, als auch praktische Elemente beinhaltet. Der EFZ-Fähigkeitsausweis muss auf dem Coople-Account hinterlegt sein.","Wir suchen einen Velomechaniker für eine temporäre Anstellung in unserer in .

Als Velomechaniker sind Sie dafür verantwortlich, Wartungen, Reparaturen und Inspektionen von Fahrrädern durchzuführen, um sicherzustellen, dass sie in einwandfreiem Zustand sind. Der ideale Kandidat hat Erfahrung in der Fahrradmechanik und kann effektiv und effizient arbeiten. 

Zu den Aufgaben gehören:

- Aufbau von neuen Fahrrädern

- Ansprechperson bei sämtlichen Fragen rund ums Fahrrad

- Durchführung von Wartungs-, Reparatur- und Inspektionsdienstleistungen an Fahrrädern

- Diagnose- und Fehlerbehebungsprobleme an Fahrrädern

- Identifizierung von Ersatzteilen und Zubehör

- Erstellung von Kostenvoranschlägen und Rechnungen

- Pflege der Werkstatt und des Lagerbestands

Wenn Sie mit Fahrrädern arbeiten und Freude an der Qualitätssicherung haben, dann ist die Position des Velomechanikers eine großartige Gelegenheit, Ihre Fähigkeiten zu verbessern und Ihren Lebenslauf zu verbessern. Wir bieten wettbewerbsfähige Vergütung und einen großartigen Arbeitsplatz in der . Bewerben Sie sich noch heute, um Teil unseres großartigen Teams zu werden!",,Ebikon,6030,1879.68,29.37,22 Nov 2023,8
