Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
195,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Unterstützung Apéro, allgemeine Reinigunsarbeiten 30.11.2023
Kontakt 079 778 41 72 / Es hat viele gebührenpflichtige Parkplätze beim Bahnhof Rotkreuz",Gastronomie / Hotel,Risch-Rotkreuz,6343,231.0,28.0,30 Nov 2023,1
197,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","BUTS DE LA FONCTION 
• Vous préparez les mets de l’unité selon les normes d’entreprise.
• Vous assurez l’approvisionnement, la gestion des stocks et des commandes en fonction des indicateurs de performance .Vous garantissez une gestion optimale des stocks en veillant à suivre les directives sanitaires en vigueur.

PROFILS REQUIS / EXIGENCES 
• Formation de cuisinier avec CFC ou diplôme équivalent
• Expérience dans le domaine de l’alimentaire et de la restauration de min. 5 ans 
• Esprit d’équipe et capacité à échanger avec d’autres secteurs et/ou interlocuteurs
• Rigoureux-se, organisé-e dans le suivi et l’application des concepts
• Capacité à gérer son secteur d’activité en toute autonomie
 Maîtrise orale et écrite de la langue
• Connaissances des concepts « Style Marché »
• Maîtrise des logiciels IT de base

TACHES 
• Préparer les mets.
• Participation au développement de son unité en proposant des assortiments nécessaires en collaboration avec le/la cuisinier-ère référente.
• Utiliser, entretenir et soigner le matériel/machine mis à disposition.
• Appliquer les politiques et règlements de l’entreprise : hygiène, conditionnement, fraîcheur dans le respect de la loi. HACCP/DATA
• Faire preuve de disponibilité et de polyvalence en fonction des besoins de l'unité ou de la Coopérative Migros Genève.
• Exécuter toutes tâches ou activités jugées nécessaires par le/la responsable afin d'assurer le bon fonctionnement de son unité.",Gastronomie / Hotel,Genève,1209,228.8,35.2,30 Nov 2023,1
198,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Unterstützung im Verkauf mit Fokus auf den Etagenservice

Aufgabenbereich:
* Begrüssung der Kunden
* Proaktiver Verkauf, auf Aktionen aufmerksam machen und Alternative anbieten
* Style-Beratung und Empfehlung
* Sicherstellung Sauberkeit / Ordnung im zugeteilten Bereich
* Artikel auffüllen, Grössenverfügbarkeit gewährleisten

Ihr Profil:
* Sehr gute Deutschkenntnisse
* Textilkenntnisse erwünscht
* Offen und kommunikativ
* Gutes Einfühlungsvermögen
* Gepflegtes Erscheinungsbild
* Speditiv
* Belastbar
* Hohe Konzentrationsfähigkeit
* Gutes Auffassungsgabe
* Aufmerksam
* Nach Möglichkeit Erfahrung im Verkauf",Detailhandel / Logistik,Ebikon,6030,139.98,25.45,30 Nov 2023,1
199,Fachmann/frau Gesundheit EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Wir suchen für die Pflege und Betreuung von Menschen im Alter eine zuverlässige Fachperson. Weitere Einsätze in Zukunft sind nicht auszuschließen bei guter Zusammenarbeit.

Die Arbeit im ist anspruchsvoll und erfüllend zugleich. Unser Ziel ist es, zum Wohl der Bewohnerinnen und Bewohner die bestmöglichen Arbeitskräfte zu beschäftigen. Dafür bieten wir eine attraktive Infrastruktur auf einem modernen Stand, ein nachhaltiges Unternehmenskonzept und eine teamorientierte Führungsstruktur.
Das am AG betreut rund 120 Bewohnerinnen und Bewohner. Zur Ergänzung unseres Pflege- und Betreuungsteams suchen wir eine selbständige, initiative und verantwortungsbewusste Persönlichkeit als Tagesverantwortung.

Ihr Aufgabengebiet
- Übernahme der Tagesverantwortung und Sicherstellung einer individuellen bewohner- und dienstleistungsorientierten Pflege 
- Ansprechpartner/in für Bewohnende und Angehörige sowie Zusammenarbeit mit internen und externen Stellen
- Erfassen des Pflegebedarfs nach RAI und elektronische Erfassung der Pflegeleistungen (WiCare)


Ihr Anforderungsprofil
- Abgeschlossene Ausbildung als Fachfrau/Fachmann Gesundheit oder Betreuung, Fachfrau/
Fachmann Langzeitpflege und Betreuung, dipl. Pflegefachperson HF
- Berufserfahrung in der Langzeitpflege und RAI-Kenntnisse von Vorteil
- Hohe Achtung gegenüber betagten Menschen
- Offene, verantwortungsbewusste und flexible Persönlichkeit
- Hohe Sozial- und Selbstkompetenz
- Gute kommunikative Fähigkeiten mit stilsicherem Deutsch in Wort und Schrift (Stufe C1)
- Gute PC-Kenntnisse",Gesundheitswesen,Fislisbach,5442,314.5,37.0,30 Nov 2023,1
201,Reinigungsmitarbeiter/in,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Reinigungsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Wir möchten gern unsere komplette Küche auf Vordermann bringen. Dafür brauchen wir Support.,Gastronomie / Hotel,Basel,4051,235.04,29.38,30 Nov 2023,2
202,Küchenchef/in,,,Kitchen,Gastronomie / Hotel,Kloten,8302,315.0,42.0,30 Nov 2023,1
203,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",,Gastronomie / Hotel,Basel,4058,1860.0,30.0,30 Nov 2023,8
204,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",,Gastronomie / Hotel,Zumikon,8126,1519.73,35.97,30 Nov 2023,6
206,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Wir suchen Verstärkung in der Küche,Gastronomie / Hotel,Langenthal,4900,299.2,35.2,30 Nov 2023,1
207,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Glühweinstand sucht Glühweinkeeper.
Wenn du bereits Erfahrung in der Gastronomie hast, weisst wie man eine Kasse bedient und auch switchen kannst zum Flying Dinner, dann freu ich mich dich bei uns zu begrüssen.
Wir benötigen für einen Event, Mitarbeiter die vom Glühweinausschank, bis zum Weinservice performen können.
Es ist sehr wichtig, dass du flexibel bist, und an vielen Fronten von einem Event dich zurecht finden kannst.
Falls deine Gastroerfahrung beinhaltet, dass du schon mal an einem Turnverein oder an der Fasnacht Getränke rausgegeben hast, ist dieser Einsatz auf keine Fall für dich geeignet.
Wir freuen uns auf dich!",Gastronomie / Hotel,Zug,6300,390.0,30.0,30 Nov 2023,2
210,Empfangsmitarbeiter/in,,,"Wir bräuchten noch ein Scheriff für die Garderobe.
Wenn du Geduld hast mit Menschen, du die Arbeit von alleine siehst und du du eine Jacke an einen Kleiderbügle hängen kannst bist du der , den ich suche. Von Vorteil wäre es wenn du die zahlen 1- 1000 beherrschst.",Gastronomie / Hotel,Zug,6300,400.0,25.0,30 Nov 2023,2
211,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Hallo Zusammen

Schön, dass Du Dich für unseren Einsatz interessierst. 
Wir sind immer auf der Suche nach dynamischen Mitarbeitenden, welche uns bei unseren Veranstaltungen tatkräftig und mit viel Leidenschaft unterstützen.

Spezifischer Einsatz:
- Getränke- und Speiseservice 
- Gästebetreuung 
 - Allgemeine Aufräumarbeiten 

Anforderungen: 
Die wunderbare Welt der Gastronomie sollte Dir nicht unbekannt sein und Höflichkeit Deine zweite Muttersprache. Zudem legen wir viel Wert auf eine aufrechte Körperhaltung, ein gepflegtes Auftreten und persönliche Hygiene. Dazu gehören ein ordentlicher Haarschnitt, lange Haare werden zusammengebunden, dezentes Make up und Parfum, eine saubere Rasur, gepflegte und saubere Fingernägel sowie unauffälliger Schmuck (kein Muss ;)).

Das Einsatzende kann etwas variieren. Wir erwarten von den Mitarbeitenden deswegen eine gewisse Flexibilität was das anbetrifft. Ich bitte dich mind. 10 Minuten vor Schichtbeginn am Einsatzort zu sein.

Bevorzugt werden Mitarbeitende welche an allen Tagen einsetzbar sind.

Wir freuen uns auf Dich, also schnell bewerben! ツ",Gastronomie / Hotel,Frauenfeld,8500,590.0,29.5,30 Nov 2023,5
212,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Vor- und Nachbereitungsarbeiten sowie gemeinsamen Service für das perfekte Gästeerlebnis.

Die Kleider- und Groomingvorschriften sind zwingend einzuhalten. Sollte dies nicht der Fall sein, so kann der Einsatz nicht angetreten werden und eine Entlohnung entfällt.
 - Saubere und gepflegte schwarze Lederschuhe mit langen schwarzen Socken 
 - Dezentes Make-up und Dezenter Schmuck und keine sichtbaren Piercings
 - Saubere und kurze unlackierte Fingernägel
 - Gepflegte Haare, ab Schulterlänge zusammengebunden
 - Männer frisch rasiert 
 - Positive und offene Körpersprache

TREFFPUNKT: -3 bei der Warenannahme die sich auf der Rückseite des Hotels, neben dem Schotterparkplatz befindet. Treffpunkt an der Aufgangsrampe 10 Minuten vor Beginn des Einsatzes.

Falls du mit dem Auto anreist, dient ausschliesslich dein ausgedruckter Einsatzrapport als Parkschein hinter der Windschutzscheibe. Bitte zwingend auf dem Kiesparkplatz -3 neben der Warenannahme parken ! 
Die Parkplatzgebühren kosten 6 CHF und werden dir über die Spesen abgezogen.

Solltest du mit dem Schiff anreisen, bekommst du ausschliesslich mit deinem gültigen Einsatzrapport (digital oder ausgedruckt) die Fahrt von Luzern nach Kehrsiten Vergünstigt für 6 CHF zur Verfügung gestellt.

Die Bahn zum rauf kostet 6 CHF und wird dir über die Spesen angezogen.

!!Sollte kein Einsatzrapport vorhanden sein, können wir dies nicht berücksichtigen!!",Gastronomie / Hotel,Bürgenstock,6363,240.0,32.0,30 Nov 2023,1
213,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Mise en place, Servieren von Speisen und Getränken, Abräumen, Gästebetreuung / der Einsatz kann + / - 1 Stunde variieren",Gastronomie / Hotel,Basel,4052,306.0,34.0,30 Nov 2023,1
214,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Wir suchen derzeit engagierte Mitarbeiter für unser Unternehmen AG - & in Basel. 

Als Teil unseres Teams sind Sie für den Bereich 'abwach' zuständig und spielen eine wichtige Rolle bei der Gewährleistung eines reibungslosen Geschäftsablaufs. Wir bieten eine spannende, abwechslungsreiche und teamorientierte Arbeitsumgebung für motivierte Mitarbeiter.

Ihre Hauptaufgaben umfassen:
- Reinigung von Geschirr, Besteck und Küchenutensilien
- Gewährleistung der Sauberkeit in der Küche
- Entsorgung von Abfällen
- Unterstützung bei der Einhaltung der Hygienevorschriften
- Zusammenarbeit mit dem Küchenteam, um einen effizienten Arbeitsablauf zu gewährleisten

Wir suchen Mitarbeiter, die motiviert und zuverlässig sind. Erfahrung in der Gastronomie oder im -Bereich ist von Vorteil, aber keine Voraussetzung. Wichtig ist uns, dass Sie teamorientiert, belastbar und flexibel sind.

Wir bieten eine Teilzeitstelle, die vorerst befristet ist. Bei einer erfolgreichen Zusammenarbeit gibt es jedoch die Möglichkeit einer langfristigen Anstellung.

Wenn Sie an einer Position in unserem Unternehmen interessiert sind und Teil eines dynamischen und engagierten Teams sein möchten, dann bewerben Sie sich jetzt bei uns! Wir freuen uns auf Ihre Bewerbung.

Bitte beachten Sie, dass die Bewerbung auf Deutsch erfolgen sollte.",Gastronomie / Hotel,Münchenstein,4052,221.85,26.1,30 Nov 2023,1
216,Barmitarbeiter,,,Just a test private job,Gastronomie / Hotel,Some City,8083,67.9,27.16,30 Nov 2023,1
217,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Liebe Köchinnen und Köche
Für die Durchführung eines Events in der Stadt Zürich suchen wir noch tatkräftige Unterstützung in der Küche.

Arbeitsort: Kunsthaus Erweiterungsbau, Heimplatz 1, 8001 Zürich
Arbeitszeit: 16:30 - 22:30 Uhr
Bei weiteren Fragen könnt ihr mich gerne einfach anrufen.

Ich freue mich auf eure Anmeldung.
Liebe Grüsse
Alex",Gastronomie / Hotel,Zürich,8001,201.25,35.0,30 Nov 2023,1
218,Chef de Bar,,,"Für unsere Weihnachts Pop-Up Bar im BRIDGE suchen wir eine/n motivierte/n Chef de Bar als Ergänzung zu unserem jungen Team. Wir planen ein kleines aber besonderes Menü mit 6 Signature Cocktails, verschiedenen Gin Tonics und ein paar weitere Longdrinks. Die Bar wir jeweils ab ca. 21 Uhr einen Live-Dj haben. 

Du solltest motiviert sein und eine Leidenschaft für Mixologie und Erfahrung in der Zubereitung von hochwertigen Drinks haben. Wir suchen nach einem Teamplayer, der mit Begeisterung und Kreativität arbeitet und unseren Gästen ein unvergessliches Erlebnis bietet.

Wir freuen uns auf deine Bewerbung!",Gastronomie / Hotel,Zürich,8004,2784.0,32.0,30 Nov 2023,11
219,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Nous souhaitons des profils ayant déjà de l'expérience en hôtellerie / restauration.
Nous attendons des personnes souriantes, dynamiques, classes, à l'aise avec les clients et charismatiques.
Nous vous attendons à l'entrée du personnel de , rue de cornavin 6.

• Le dress code : Tenue totalement noire (pas de jean) et chaussures noires (pas de baskets)
Un non-respect du dress code engendrera un licenciement immédiat !
• Venir 15 minutes avant.
• Prendre le moins d'affaire précieuse possible (en cas de vol dans les vestiaires).

Pour venir dans nos locaux, en passant par l'entrée du personnel, nous avons une loge sécurité. 
Vous pourrez demander le marketing à la sécurité et nous viendrons à votre rencontre.",Gastronomie / Hotel,Genève,1201,137.25,27.45,30 Nov 2023,1
221,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"- Mithilfe in der warmen & kalten Küche
- Mise-en-place-Arbeiten
- Schöpfen Menu ab Band
- Aufräum- & Reinigungsarbeiten",Gastronomie / Hotel,Wohlen,5610,644.0,28.0,30 Nov 2023,4
222,Barmitarbeiter,,,"Für unsere Weihnachts Pop-Up Bar im BRIDGE suchen motivierte Barkeeper als Ergänzung zu unserem jungen Team. Wir planen ein kleines aber besonderes Menü mit 6 Signature Cocktails, verschiedenen Gin Tonics und ein paar weitere Longdrinks. Die Bar wir jeweils ab ca. 21 Uhr einen Live-Dj haben. 

Du solltest motiviert sein und eine Leidenschaft für Mixologie und Erfahrung in der Zubereitung von hochwertigen Drinks haben. Wir suchen nach einem Teamplayer, der mit Begeisterung und Kreativität arbeitet und unseren Gästen ein unvergessliches Erlebnis bietet.

Wir freuen uns auf deine Bewerbung!",Gastronomie / Hotel,Zürich,8004,2282.0,28.0,30 Nov 2023,11
223,"Verträger/in / Verteiler/in (Zeitungen, Flyer, Samples)",,,"Work at the pulse of the city: In this job, you will deliver parcels with a DXP (electric trolley). You will use our own app to make the predetermined stops. Therefore, you should have a smartphone (Android or iPhone) with a fully charged battery and data package (internet). It would also be great if you could bring a power bank.

Before you start, you will get a short introduction to the app and our way of working. 
 
- Language: German or English fits both.",Promotion / Event,Schlieren,8952,140.25,25.5,30 Nov 2023,1
224,Barmitarbeiter,,,"Liebes Team

Für einen Anlass am 30. November suchen wir motivierte und aufgestellte Bartender. Der Anlass findet unter dem Motto ""Winter Wonderland"" und Christmas statt. 

Anlass: Flying Cocktail Dinner mit Bar und DJ
Gäste: 200 

Deine Erscheinung im Service bei :

 legt sehr viel Wert auf ein gepflegtes Erscheinungsbild der Mitarbeitenden.
Männer sollten korrekt frisiert und sauber rasiert sein, Frauen binden lange Haare zusammen
und sind dezent geschminkt. Grosser, auffälliger Schmuck, sowie sichtbare Tattoos und
Piercings sind nicht erlaubt.
Schuhe sind schwarz, geschlossen und keine Turnschuhe.
Hosen sind ebenfalls schwarz und klassisch geschnitten, keine schwarzen Jeans. (ohne
Löcher)
Bitte ein weisses Unterhemd anziehen.
Blusen/ Hemden (weiss oder beige) bekommst du von gestellt, sowie eine passende
Latzschürze.",Gastronomie / Hotel,Zürich,8001,255.0,30.0,30 Nov 2023,1
225,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Du bist eine aufgestellte und herzliche Persönlichkeit, welche aus Leidenschaft Gastgeber ist. Mit viel Freude und Engagement verwöhnst du unsere Gäste, behältst den Überblick und hast immer ein Lächeln im Gesicht. 

Dein Einsatz wird in der Gästebetreuung im Restaurant sein. Du begrüsst, betreust und verabschiedest unsere Gäste und sorgst mit deiner charmanten Art für einen unvergesslichen Aufenthalt. Zu deinen Aufgaben gehören die Buffetpflege, eine saubere und aufgefüllte Station sowie eine super Teamarbeit in unserem Selfservice Restaurant. 

Die angegebene Einsatzzeit kann +/- um eine Stunde variieren, abhängig vom Gästevolumen. 
Es sind keine Gratis-Parkplätze vorhanden.",Gastronomie / Hotel,Bern,3011,85.75,24.5,30 Nov 2023,1
226,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Sie sind zuständig für das Wohl der Gäste, sei es im Bankett oder Catering-Service, Sie helfen mit bei Auf-und Abbau der Events und beraten die Gäste aktiv.",Gastronomie / Hotel,Zürich,8049,270.0,30.0,30 Nov 2023,1
227,"Verträger/in / Verteiler/in (Zeitungen, Flyer, Samples)",,,"Work at the pulse of the city: In this job, you will deliver parcels with a DXP (electric trolley). You will use our own app to make the predetermined stops. Therefore, you should have a smartphone (Android or iPhone) with a fully charged battery and data package (internet). It would also be great if you could bring a power bank.

Before you start, you will get a short introduction to the app and our way of working. 
 
- Language: German or English fits both.",Promotion / Event,Schlieren,8952,140.25,25.5,30 Nov 2023,1
228,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Travail usuel de chef de rang:
- Mise en place
- Débarrassage
- Service des boissons
- Service des mets

Runner :
- Débarrassage et nettoyages usuels

Rapidité et flexibilité impératifs",Gastronomie / Hotel,Neuchâtel,2000,181.8,30.3,30 Nov 2023,1
229,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Nous cherchons une personne pour du service en buffet / Mise en place / Tenue de la caisse,Gastronomie / Hotel,Genève,1202,161.59,29.38,30 Nov 2023,1
230,Koch/Köchin,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Koch mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsausbildungszertifikat (EBA) und weniger als drei Jahren Berufserfahrung.,"Sind Sie ein erfahrener Koch und suchen nach einer spannenden Möglichkeit, Teil eines dynamischen Küchenteams zu werden? Die sucht derzeit talentierte und leidenschaftliche Köche zur Verstärkung unseres Teams im Zelt in Birsfelden.

Als Koch in der Zelt Birsfelden Küche haben Sie die Möglichkeit, Ihre kulinarischen Fähigkeiten unter Beweis zu stellen und Teil unseres renommierten Catering-Services zu sein. Zu Ihren Hauptaufgaben gehören:

- Erstellen und Ausführen eines 3-Gänge-Menüs
- Unterstützung bei der Finalisierung der Lebensmittelproduktion
- Gewährleistung eines sauberen und organisierten Arbeitsbereichs
- Zusammenarbeit mit dem Küchenteam

Die mit Sitz in Belp, Schweiz, ist ein führendes Catering-Unternehmen, das für die Bereitstellung außergewöhnlicher kulinarischer Erlebnisse bekannt ist. Wir sind stolz darauf, nur Zutaten höchster Qualität zu verwenden und unseren Kunden erstklassigen Service zu bieten.

Zudem ist Schneiders Catering der offizielle Cateringpartner für das Zelt in Birsfelden

Wir freuen uns auf Sie!",Gastronomie / Hotel,Birsfelden,4127,255.0,30.0,30 Nov 2023,2
231,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Anlass 24.1.2023,Gastronomie / Hotel,Zürich,8001,153.0,34.0,30 Nov 2023,1
232,Kurier/in,Kurier/in (Erfahrung: Ungelernt),Kuriere/innen holen Waren und verschiedene Artikel ab und liefern sie an Kunden aus. Fahrausweis der Kategorien B oder B/E erforderlich.,"Du holst die Mahlzeiten bei unserem Partnerrestaurant ab und fährst eine Tour die eine oder zwei Stunden dauert. 

Was Du brauchst: 
- Eigenes Auto (kleines reicht) 
- Du kannst nach Navigation eine Adresse anfahren und das Essen dem Kunden vor die Wohnungstüre bringen
- Du arbeitest konzentriert, genau und gibst jedem Kunden das richtige Essen 
- Du kommunizierst gut, bist freundlich zu den Kunden und meldest sofort falls etwas nicht stimmt
- Du bist gepflegt, freundlich und arbeitest zügig

Zum arbeiten erhältst Du von uns eine Logistikapp auf der Du Deine Bestellungen erhältst. Als erstes lädst Du im Restaurant die richtigen Mahlzeiten ein und lieferst diese danach an die Kunden. Die ganze Zeit über ist ein Disponent in der Zentrale der Dich bei Problemen unterstützt zudem sind die Touren im Raum Luzern optimiert, damit Du möglichst effizient arbeiten kannst. 

Wir freuen uns auf eine Zusammenarbeit.",Detailhandel / Logistik,Luzern,6003,407.36,25.46,30 Nov 2023,4
233,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Unkomplizierter a la carte Service mit Inkasso.
Portemonnaie nicht benötigt.
Orientalisch-Mediteranes mit 110 Plätzen innen und 100 Plätzen aussen.
Das Ende der Schicht kann je nach Gästeaufkommen varieren!",Gastronomie / Hotel,Zürich,8004,168.0,32.0,30 Nov 2023,1
234,Luftverkehr - Flugzeugbe-/-entladung,Interessiert,"Personen, welche Interesse haben an der Flugzeugbe- und -entladung. Nach Auswahl dieses Jobprofiles wirst du für die kommende Rekrutierung berücksichtigt.","Du bist auf der Suche nach einem Job, in dem du schnell selbstständig arbeiten kannst und jeder Tag anders ist? Du findest das Flughafenumfeld spannend und möchtest hinter die Kulissen des Flughafens blicken? Dann bist du bei uns genau richtig!

Für unseren Kunden suchen wir ab Januar 2024 tatkräftige Unterstützung in der Gepäckabfertigung. 

Aufgaben: 
- Abladen von ankommenden Gepäck von Wägen oder Containern und die Einspeisung in die Gepäcksortieranlage zur Weiterverarbeitung (hierbei handelt es sich um eine körperlich anstrengende Tätigkeit)

Angebot: 
- Schichten Mo - So: Winter: 06:30 - 14:30 Uhr oder 12:30 - 20:30 / Sommer: 06:30- 15:00 Uhr oder 13:30- 21:00 Uhr
- Stundenlohn: 25.46 CHF 
- Pensum variabel
- Parkplatzmöglichkeit am Flughafen zu verminderten Tarifen 

Dein Profil: 
- Deutschkenntnisse mind. B1/B2
- Körperlich fit und belastbar 
- Autobesitz oder ÖV-Anschluss vorhanden
- Kein Eintrag im Strafregister 

Sofern du gemäss Lebenslauf in die engere Auswahl kommst, bitten wir dich, am entsprechenden Tag, unsere Umfrage (Link dazu bekommst du vorgängig per Mail zugeschickt) auszufüllen. Falls du weiter im Rennen bleibst, werden wir dich kontaktieren. 

WICHTIG: Du musst für diesen Einsatz nicht an den Flughafen kommen, es geht nur um die Umfrage!
Die Anstellung für diesen Einsatz wird nicht vergütet & ist keine Garantie für weitere Einsätze.",Luftverkehr,Kloten,8302,0.0,0.0,30 Nov 2023,1
235,Spülküchen-Mitarbeiter/in mit Erfahrung,,,mithilfe in der Küche / kalten Küche / Patiserie / Office,Gastronomie / Hotel,Basel,4051,128.25,27.0,30 Nov 2023,1
237,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Für einen Privatanlass in unserem Eventlokal Labor5 suchen wir Unterstützung im Service. Beeindrucke, zusammen mit unserem Team, unsere Gäste.

Das zeichnet dich aus:
• Du begeisterst mit deiner herzlichen und authentischen Art unsere Gäste
• Du bist motiviert, flexibel, anpassungsfähig
• Du hast Energie und Leidenschaft unsere Gäste zu begeistern
• Du bist ein absoluter Teamplayer

Hauptaufgabe:
-Flying Dinner servieren
-Abräumen",Gastronomie / Hotel,Zürich,8005,91.65,28.2,30 Nov 2023,1
